brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Nissan,NV Passenger NV3500 HD SV V8,2015,"86,000 mi.",Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,2507500
Lexus,ES 350 Base,2020,"15,324 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,,2835940
BMW,135 is,2013,"29,400 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,2465000
Lexus,IS 300 Base,2017,"68,871 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,2418250
Porsche,Cayenne S,2012,"126,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,1529915
Pontiac,Solstice GXP,2007,"25,718 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,1521500
Porsche,Panamera Turbo,2015,"67,210 mi.",Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,4415750
BMW,X6 xDrive35i,2018,"27,214 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,3480750
Ford,F-150 Limited,2019,"42,728 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,3905750
MINI,Cooper S Base,2010,"97,395 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,569415
Mazda,Mazda3 i SV,2015,"91,700 mi.",Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,1020000
Mitsubishi,Lancer Evolution MR,2011,"94,500 mi.",Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,2295000
Chevrolet,Tahoe LTZ,2014,"196,300 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,934575
Cadillac,CTS 3.6L Luxury,2015,"54,259 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,1651125
Acura,RDX w/Advance Package,2021,"36,267 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,,3382830
Land,Rover Range Rover Sport Supercharged HSE,2015,"175,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,1657500
Chevrolet,Suburban 1500 LTZ,2015,"159,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,2286500
Chevrolet,Camaro 2SS,2016,"74,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,2720000
Chevrolet,Silverado 1500 Hybrid 1HY,2011,"82,963 mi.",Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,1784575
Cadillac,XT5 Luxury,2019,"54,323 mi.",Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,,2379830
Nissan,Armada SL,2019,"59,980 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,2465000
Audi,Q5 S line Premium,2022,"10,120 mi.",Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,,3399830
BMW,X6 M Base,2017,"25,000 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,5525000
BMW,740 i,2012,"126,000 mi.",Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,1079500
Toyota,Sequoia TRD Pro,2020,"37,428 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,5235915
Volkswagen,Jetta GLI,2014,"99,499 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,1275000
Honda,Crosstour EX-L,2012,"90,742 mi.",Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,1103300
Land,Rover Range Rover Sport Supercharged,2014,"125,000 mi.",E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,1912500
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,"71,669 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,1700000
Cadillac,XT5 Luxury,2019,"44,692 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,,2751280
Jaguar,F-TYPE R,2018,"16,002 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,6366500
Toyota,FJ Cruiser Base,2014,"86,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,3527500
Toyota,Tundra SR5,2019,"56,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,3570000
Nissan,300ZX Base,1993,"168,000 mi.",–,–,5-Speed M/T,White,Black,None reported,Yes,595000
RAM,1500 Sport,2017,"41,789 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,3612500
Ford,Focus SE,2014,"60,109 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,807415
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"48,000 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4249575
Acura,TL Type S,2008,"122,000 mi.",Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,977500
Land,Rover Range Rover HSE,2012,"102,800 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,1360000
MINI,Convertible Cooper,2022,"15,544 mi.",Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,,,2380000
Mazda,CX-9 Signature,2019,"69,771 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,2337500
Acura,TLX Tech,2023,"2,118 mi.",Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,,3569830
Ford,F-150 Raptor,2021,"28,260 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,Yes,6200750
Honda,Civic Si Base,2020,"6,025 mi.",Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,2337500
Hyundai,Elantra SE,2018,"32,697 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,1351500
Ford,Excursion Limited,2001,"239,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,680000
Jaguar,F-TYPE S British Design Edition,2017,"34,150 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,3909915
Honda,Ridgeline RTL-E,2022,"9,642 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,,3314915
Pontiac,G6 GTP,2006,"100,545 mi.",Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,509575
Mercedes-Benz,C-Class C300 4MATIC,2021,"11,111 mi.",Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,,3314830
Toyota,FJ Cruiser Base,2007,"162,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,2038045
Buick,Enclave Premium,2020,"87,555 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,2690250
Chevrolet,Tahoe LTZ,2015,"102,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,2125000
Bentley,Continental GTC V8,2013,"18,950 mi.",Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,6629915
Mercedes-Benz,SLK-Class SLK 350,2015,"16,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,2592500
Cadillac,Escalade Premium Luxury,2022,"19,250 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,7394915
BMW,535 i xDrive,2015,"65,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,2124575
MINI,Cooper S Base,2007,"110,022 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,531250
Bentley,Continental GT Base,2012,"79,089 mi.",E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,3994915
Lexus,GX 460 Premium,2023,"2,533 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5516500
Audi,Q7 3.0T Premium Plus,2014,"96,273 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,1317075
Cadillac,CT6 Luxury,2020,"22,187 mi.",Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,3865800
GMC,Sierra 1500 SL Crew Cab,2009,"137,000 mi.",Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,1700000
Nissan,GT-R Premium,2009,"60,747 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,6119915
Dodge,Ram 1500 ST,2007,"36,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,1360000
Ford,Bronco Outer Banks,2021,"19,590 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,4674915
Nissan,GT-R Black Edition,2015,"16,850 mi.",Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,8075000
Cadillac,Escalade ESV Sport,2021,"4,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,,,8925000
Chevrolet,Cruze LT,2012,"194,000 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,416500
Lexus,GX 460 Base,2020,"48,210 mi.",Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,4033165
BMW,750 i,2018,"81,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,3506250
Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,,,3399575
BMW,535 i xDrive,2015,"58,664 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,1780750
Mitsubishi,Montero Limited,2004,"145,000 mi.",Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,760750
Lexus,LS 500 F Sport,2018,"15,055 mi.",Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,5015000
Tesla,Model S 85D,2015,"67,647 mi.",,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,2380000
Lexus,LC 500 Base,2021,915 mi.,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,13515000
Mazda,MX-5 Miata Shinsen,2003,"46,873 mi.",Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,977500
Cadillac,Escalade ESV Premium Luxury,2021,"53,169 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,6927500
Lexus,GX 460 Premium,2022,"35,700 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,4411500
Nissan,Pathfinder Platinum,2014,"112,600 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,1105000
GMC,Yukon SLE,2015,"112,552 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,2077400
BMW,M3 Base,2003,"127,273 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,1275000
Lexus,IS 250 Base,2007,"189,887 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,339575
BMW,640 i,2012,"76,465 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,1912500
Mitsubishi,Eclipse Spyder GT,2007,"136,400 mi.",Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,573750
Ford,Thunderbird Deluxe,2004,"79,635 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,1147500
Tesla,Model Y Long Range,2022,"4,665 mi.",,Dual Motor - Standard,Automatic,Silver,Black,None reported,,3960830
Buick,Enclave 1XL,2011,"170,000 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,340000
Ford,F-150 XLT,2018,"67,650 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,2550000
Lexus,ES 350 Base,2016,"119,850 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,1615000
Acura,TL Type S,2008,"116,500 mi.",Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,1359915
Mercury,Capri XR2,1993,"120,644 mi.",–,–,5-Speed M/T,Green,Gray,None reported,Yes,357000
Ford,Transit Connect XLT,2010,"169,802 mi.",Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,None reported,Yes,848725
BMW,X3 M40i,2021,"36,905 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,4250000
Jeep,Gladiator Willys,2022,"8,400 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,3995000
Hummer,H2 Base,2003,"149,961 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,1062500
Mercedes-Benz,C-Class C 63 AMG,2014,"84,500 mi.",Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,3527500
Lamborghini,Aventador LP700-4,2016,"3,254 mi.",Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,None reported,,33991500
Mercedes-Benz,G-Class G 550 4MATIC,2016,"96,000 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,5525000
Nissan,GT-R Premium,2009,"88,000 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,4845000
Audi,R8 4.2 quattro Spyder,2011,"35,322 mi.",Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,,8066500
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,2720000
Audi,A6 3.0T Premium Plus,2016,"71,280 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,1870000
Porsche,Panamera 2,2011,"37,200 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,2337500
Saturn,Sky Red Line,2008,"94,291 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,1232500
Maserati,Coupe Cambiocorsa,2006,"54,082 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,1445000
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"7,800 mi.",Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,5610000
Jeep,Wrangler Sport,2016,"86,250 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,1870000
BMW,X5 xDrive50i,2016,"75,479 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,2371415
BMW,750 i,2017,"24,650 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,4250000
Volkswagen,Golf R 4-Door,2013,"102,750 mi.",Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,1700000
Alfa,Romeo Stelvio Base,2018,"50,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,2337500
BMW,X5 xDrive35i,2017,"72,700 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,2337415
BMW,X6 M Base,2018,"54,293 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,4165000
Lexus,IS 300 Base,2018,"16,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,2592500
Lamborghini,Gallardo SE,2006,"19,500 mi.",Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,Yes,10965000
BMW,428 i,2014,"71,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,1419500
BMW,X5 xDrive40i,2019,"60,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,3102500
Porsche,Boxster Base,1998,"75,539 mi.",Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,1019575
Alfa,Romeo Giulia Base,2017,"36,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,1785000
Mercedes-Benz,C-Class C 300,2019,"76,422 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,2464830
Nissan,370Z NISMO Tech,2016,"42,600 mi.",Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,2715750
Rivian,R1S Adventure Package,2023,211 mi.,,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,8415000
Chevrolet,Suburban LT,2017,"98,888 mi.",Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,2465000
Ford,Fusion Hybrid SE,2019,"64,532 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,1648575
BMW,X3 xDrive35i,2011,"75,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,1102875
Buick,Envision Preferred,2019,"32,000 mi.",Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,2295000
Buick,Envision Essence,2019,"47,839 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,2124235
Porsche,Cayenne GTS,2013,"98,413 mi.",Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,Yes,2966500
Audi,RS 5 2.9T,2022,"9,628 mi.",Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,6672500
Jaguar,XK8 Base,1999,"15,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,1391450
Audi,R8 5.2 V10,2021,"6,397 mi.",Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,,14696500
Honda,Pilot Black Edition,2022,"22,564 mi.",Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,,3824830
Lexus,RX 350 Crafted Line F Sport,2015,"110,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,2380000
Mercedes-Benz,Sprinter 3500 High Roof,2022,105 mi.,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,17000000
Toyota,4Runner Limited,2004,"186,117 mi.",Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,1105000
Jeep,Wrangler Sport,2002,"103,500 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,None reported,Yes,1062500
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,"8,074 mi.",Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,,6519500
BMW,M3 Base,2011,"43,000 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,4326500
BMW,750 i,2015,"70,700 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,1955000
Chevrolet,Trailblazer RS,2022,"42,479 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,2422075
Ford,Excursion XLT 4WD,2000,"205,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,845750
Audi,SQ5 3.0T Premium Plus,2019,"22,300 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,3314915
Ford,Expedition EL Limited,2017,"104,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,1699575
Ford,Bronco Sport Base,2022,"13,865 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,Yes,2480470
BMW,M4 Competition xDrive,2022,"15,882 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,Yes,7224575
